	DocumentID	Content
2282	D1487	a nonprofit organization us and uk or notforprofit organization uk and others often called an npo or simply a nonprofit and noncommercial organization russia and cis often called an nco is an organization that uses surplus revenues to achieve its goals rather than distributing them as profit or dividends states in the united states defer to the irs designation conferred under united states internal revenue code section 501c when the irs deems an organization eligible while notforprofit organizations are permitted to generate surplus revenues they must be retained by the organization for its selfpreservation expansion or plans npos have controlling members or boards many have paid staff including management while others employ unpaid volunteers and even executives who work with or without compensation occasionally nominal where there is a token fee in general it is used to meet legal requirements for establishing a contract between the executive and the organization designation as a nonprofit and an intent to make money are not related in the united states this means nothing can be inferred by the declaration it is unclear whether or not this holds outside of the us in the united states such inference is the purpose of the internal revenue code section 501c the extent to which an npo can generate surplus revenues may be constrained or use of surplus revenues may be restricted
2283	D1490	the crossing of the red sea nicholas poussin the crossing of the red sea hebrew קריעת ים סוף kriat yam suph is a passage in the biblical narrative of the escape of the israelites led by moses from the pursuing egyptians in the book of exodus this story is also mentioned in the quran in surah 26 alshuara the poets in verses 6067 it marks the point in the exodus at which the israelites leave egypt and enter into their wilderness wanderings the israelites at first were slaves to the egyptians and later on moses was selected to deliver them out of slavery the egyptians had to suffer ten plagues before the pharaoh freed the israelites after which comes the crossing of the red sea moses held out his staff and the red sea was separated into two halves by god the israelites walked on dry ground and crossed the sea behind them came the egyptian army moses moved his staff and the sea became normal with that drowned the whole of the egyptian army
2284	D1498	angela yvonne davis born january 26 1944 is an american political activist scholar and author she emerged as a nationally prominent activist and radical in the 1960s as a leader of the communist party usa and had close relations with the black panther party through her involvement in the civil rights movement despite never being an official member of the party prisoner rights have been among her continuing interests she is the founder of critical resistance an organization working to abolish the prisonindustrial complex she is a retired professor with the history of consciousness department at the university of california santa cruz and is the former director of the universitys feminist studies department her research interests are in feminism african american studies critical theory marxism popular music social consciousness and the philosophy and history of punishment and prisons her membership in the communist party led to ronald reagan s request in 1969 to have her barred from teaching at any university in the state of california she was tried and acquitted of suspected involvement in the soledad brothers august 1970 abduction and murder of judge harold haley in marin county california she was twice a candidate for vice president on the communist party usa ticket during the 1980s
2285	D1500	the small intestine or small bowel is the part of the gastrointestinal tract following the stomach and followed by the large intestine and is where much of the digestion and absorption of food takes place in invertebrates such as worms the terms gastrointestinal tract and large intestine are often used to describe the entire intestine this article is primarily about the human gut though the information about its processes is directly applicable to most placental mammals the primary function of the small intestine is the absorption of nutrients and minerals found in food a major exception to this is cows for information about digestion in cows and other similar mammals see ruminants
2286	D1501	west side story is an american musical with a book by arthur laurents music by leonard bernstein lyrics by stephen sondheim and conception and choreography by jerome robbins it was inspired by william shakespeare s play romeo and juliet the story is set in the west 50s and west 60s of the upper west side neighbourhood in new york city in the mid1950s an ethnic bluecollar neighborhood in the early 1960s much of the neighbourhood would be cleared in an urban renewal project for lincoln center changing the neighbourhoods character the musical explores the rivalry between the jets and the sharks two teenage street gangs of different ethnic backgrounds the members of the sharks from puerto rico are taunted by the jets a polishamerican workingclass group the young protagonist tony one of the jets falls in love with maria the sister of bernardo the leader of the sharks the dark theme sophisticated music extended dance scenes and focus on social problems marked a turning point in american musical theatre bernsteins score for the musical includes somethings coming maria america somewhere tonight jet song i feel pretty a boy like that one hand one heart gee officer krupke and cool the original 1957 broadway production directed and choreographed by jerome robbins and produced by robert e griffith and harold prince marked sondheims broadway debut it ran for 732 performances before going on tour the production was nominated for six tony awards including best musical in 1957 but the award for best musical went to meredith willson s the music man it won a tony award for robbins choreography the show had an even longerrunning london production a number of revivals and international productions the play spawned an innovative 1961 musical film of the same name directed by robert wise and robbins starring natalie wood richard beymer rita moreno george chakiris and russ tamblyn the film won ten academy awards out of eleven nominations including best picture
2287	D1504	the fourstar manor house hotel at castle combe wiltshire england built as a private house and dating originally from the fourteenth century the hotel has 48 rooms and 15 km2 365 acres of gardens stars are often used as symbols for classification purposes they are used by reviewers for ranking things such as movies tv shows restaurants and hotels for example one to five stars is commonly employed to categorize hotels
2288	D1515	paul revere december 21 1734may 10 1818 was an american silversmith early industrialist and a patriot in the american revolution he is most famous for alerting colonial militia of approaching british forces before the battles of lexington and concord as dramatized in henry wadsworth longfellow s poem paul reveres ride revere was a prosperous and prominent boston silversmith who helped organize an intelligence and alarm system to keep watch on the british military revere later served as a massachusetts militia officer though his service culminated after the penobscot expedition one of the most disastrous campaigns of the american revolutionary war for which he was absolved of blame following the war revere returned to his silversmith trade and used the profits from his expanding business to finance his work in iron casting bronze bell and cannon casting and the forging of copper bolts and spikes finally in 1800 he became the first american to successfully roll copper into sheets for use as sheathing on naval vessels paul revere december 21 1734may 10 1818 was an american silversmith early industrialist and a patriot in the american revolution he is most famous for alerting colonial militia of approaching british forces before the battles of lexington and concord as dramatized in henry wadsworth longfellow s poem paul reveres ride revere was a prosperous and prominent boston silversmith who helped organize an intelligence and alarm system to keep watch on the british military revere later served as a massachusetts militia officer though his service culminated after the penobscot expedition one of the most disastrous campaigns of the american revolutionary war for which he was absolved of blame following the war revere returned to his silversmith trade and used the profits from his expanding business to finance his work in iron casting bronze bell and cannon casting and the forging of copper bolts and spikes finally in 1800 he became the first american to successfully roll copper into sheets for use as sheathing on naval vessels
2289	D1517	michigans 20 largest inland lakes this is a list of lakes and other bodies of water in michigan the american state of michigan has four of the great lakes partially within its borders in addition michigan has 62798 natural and manmade inland lakes to be included in the count the body of water must be equal to or larger than 01 acres of these there are 26266 lakes larger than 1 acre 6537 lakes larger than 10 acres 1148 lakes larger than 100 acres 98 lakes larger than 1000 acres and 10 lakes larger than 10000 acres many lakes bear the same name some of the most common names are devils lake long lake mud lake and otter lake
2290	D1520	eddie vedder born edward louis severson iii december 23 1964 is an american musician and singersongwriter who is best known for being the lead singer and one of three guitarists of the alternative rock band pearl jam known for his powerful vocals he is widely considered an icon of alternative rock he has been ranked at 7 on a list of best lead singers of all time compiled by rolling stone he is also involved in soundtrack work and contributes to albums by other artists in 2007 vedder released his first solo album as a soundtrack for the film into the wild 2007 his second album ukulele songs along with a live dvd titled water on the road was released on 31 may 2011
2291	D1526	bellefontaine is a city in and the county seat of logan county ohio united states the population was estimated at 13322 in 2011 it is the center of the bellefontaine micropolitan statistical area which includes all of logan county as defined by the united states census bureau in 2003 the highest point in ohio campbell hill is within the city limits of bellefontaine
2292	D1531	according to the federation of american scientists a renowned organization for assessing nuclear weapon stockpiles russia possesses the largest stockpile of weapons of mass destruction in the world the organization also claims that russia has 4650 active nuclear warheads while the us has 2468 other sources however say that the us has more nuclear warheads and the actual numbers remain a subject of estimations and ongoing constant discussion depending on their respective source in addition to nuclear weapons russia declared an arsenal of 39967 tons of chemical weapons in 1997 of which 57 have been destroyed the soviet union ratified the geneva protocol on january 22 1975 with reservations the reservations were later dropped on january 18 2001 russia is also party to the biological weapons convention and the chemical weapons convention
2293	D1534	william bradley brad pitt born december 18 1963 is an american actor and film producer pitt has received four academy award nominations and five golden globe award nominations winning one golden globe he has been described as one of the worlds most attractive men a label for which he has received substantial media attention pitt first gained recognition as a cowboy hitchhiker in the road movie thelma louise 1991 his first leading roles in bigbudget productions came with a river runs through it 1992 interview with the vampire 1994 and legends of the fall 1994 in 1995 he gave critically acclaimed performances in the crime thriller seven and the science fiction film 12 monkeys the latter earning him a golden globe award for best supporting actor and an academy award nomination four years later pitt starred in the cult hit fight club he then starred in the major international hit oceans eleven 2001 and its sequels oceans twelve 2004 and oceans thirteen 2007 his greatest commercial successes have been troy 2004 and mr mrs smith 2005 pitt received his second and third academy award nominations for his leading performances in the curious case of benjamin button 2008 and moneyball 2011 in addition pitt owns a production company plan b entertainment whose productions include the departed 2006 which won the academy award for best picture and moneyball which garnered a best picture nomination following a highprofile relationship with actress gwyneth paltrow pitt was married to actress jennifer aniston for five years pitt lives with actress angelina jolie in a relationship that has attracted wide publicity he and jolie have six children—maddox pax zahara shiloh knox and vivienne since beginning his relationship with jolie he has become increasingly involved in social issues both in the united states and internationally
2294	D1548	news corporation or news corp is a diversified multinational mass media corporation headquartered in new york city it is the worlds secondlargest media group as of 2011 in terms of revenue and the worlds third largest in entertainment as of 2009 news corporation is a publicly traded company listed on the nasdaq formerly incorporated in south australia the company was reincorporated under delaware general corporation law after a majority of shareholders approved the move on 12 november 2004 at present news corporation is headquartered at 1211 avenue of the americas new york in the newer 1960s–1970s corridor of the rockefeller center complex news corps us holdings include fox news the wall street journal and twentieth century fox
2295	D1550	a monarchy is a form of government in which sovereignty is actually or nominally embodied in a single individual the monarch king solomon s royal court forms of monarchy differ widely based on the level of legal autonomy the monarch holds in governance the method of selection of the monarch and any predetermined limits on the length of their tenure when the monarch has no or few legal restraints in state and political matters it is called an absolute monarchy and is a form of autocracy cases in which the monarchs discretion is formally limited most common today are called constitutional monarchies in hereditary monarchies the office is passed through inheritance within a family group whereas elective monarchies are selected by some system of voting historically these systems are most commonly combined either formally or informally in some manner for instance in some elected monarchies only those of certain pedigrees are considered eligible whereas many hereditary monarchies have legal requirements regarding the religion age gender mental capacity and other factors that act both as de facto elections and to create situations of rival claimants whose legitimacy is subject to effective election finally there are situations in which the expiration of a monarch’s reign is set based either on the calendar or on the achievement of certain goals repulse of invasion for instance the effect of historical and geographic difference along each of these three axes is to create widely divergent structures and traditions defining “monarchy” king leopold i an elected founder of the hereditary monarchy of belgium monarchy was the most common form of government into the 19th century but it is no longer prevalent at least at the national level where it exists it now often takes the form of constitutional monarchy in which the monarch retains a unique legal and ceremonial role but exercises limited or no political power pursuant to a constitution or tradition which allocates governing authority elsewhere currently 44 sovereign nations in the world have monarchs acting as heads of state 16 of which are commonwealth realms that recognize queen elizabeth ii as their head of state all european monarchies are constitutional ones with the exception of the vatican city but sovereigns in the smaller states exercise greater political influence than in the larger the monarchs of cambodia japan jordan malaysia and morocco reign but do not rule although there is considerable variation in the amount of authority they wield although they reign under constitutions the monarchs of brunei oman qatar saudi arabia and swaziland appear to continue to exercise more political influence than any other single source of authority in their nations either by constitutional mandate or by tradition
2296	D1561	per diem latin for per day or for each day is a daily allowance for expenses a specific amount of money that an organization gives an individual per day to cover living and traveling expenses allowance in connection with work done away from home or on tour per diem is also used as an adjective and an adverb per diem pay eliminates the need for employees to spend as much time creating expense reports documenting the amount spent while traveling on business for reimbursement instead employers pay employees a standard daily rate without regard to the amount actually spent by the employee employees do not have to give back any money if they did not use all of the per diem for travel expenses
2297	D1562	robin hood statue in nottingham robin hood spelled robyn hode in older manuscripts is an heroic outlaw in english folklore a highly skilled archer and swordsman although not part of his original character since the beginning of the 19th century he has become known for robbing from the rich and giving to the poor assisted by a group of fellow outlaws known as his merry men traditionally robin hood and his men are depicted wearing lincoln green clothes the origin of the legend is claimed by some to have stemmed from actual outlaws or from ballads or tales of outlaws robin hood became a popular folk figure in the medieval period continuing through to modern literature films and television in the earliest sources robin hood is a yeoman but he was often later portrayed as an aristocrat wrongfully dispossessed of his lands and made into an outlaw by an unscrupulous sheriff
2298	D1567	this is a list of characters from the nickelodeon comedydrama zoey 101 the characters and related events are described below using inuniverse tone
2299	D1572	john herschel glenn jr born july 18 1921 is a retired united states marine corps pilot astronaut and united states senator he was the first american to orbit the earth and the fifth person in space after cosmonauts yuri gagarin and gherman titov and fellow mercury seven astrononauts alan shepard and gus grissom glenn was a combat aviator in the marine corps and one of the mercury seven who were the elite us military test pilots selected by the national aeronautics and space administration nasa to operate the experimental mercury spacecraft and become the first american astronauts he flew the friendship 7 mission on february 20 1962 in 1965 glenn retired from the military and resigned from nasa so he could be eligible to stand for election to public office as a member of the democratic party he was elected to represent ohio in the us senate from 1974 to 1999 glenn received a congressional space medal of honor in 1978 and the presidential medal of freedom in 2012 he was inducted into the astronaut hall of fame in 1990 on october 29 1998 he became the oldest person to fly in space and the only one to fly in both the mercury and space shuttle programs when at age 77 he flew on discovery sts95 glenn and scott carpenter are the last living members of the mercury seven
2300	D1573	mama told me not to come is a song by randy newman written for eric burdon s first solo album in 1966 three dog night s 1970 cover of the song topped the us pop singles charts
2301	D1575	mother mary angelica of the annunciation pcpa born rita antoinette rizzo on april 20 1923 is an american franciscan nun best known as a television personality and the founder of the eternal word television network in 1944 she entered the poor clares of perpetual adoration a franciscan religious order for women as a postulant and a year later she was admitted to the order as a novice she went on to find a new house for the order in 1962 in irondale alabama where the ewtn is headquartered and in 1996 she initiated the building of the shrine of the most blessed sacrament and our lady of the angels monastery in hanceville alabama mother angelica hosted shows on ewtn until she suffered a stroke in 2001 she is a recipient of the pro ecclesia et pontifice award granted by pope benedict xvi and lives in the cloistered monastery in hanceville
2302	D1578	the statue of liberty liberty enlightening the world french la liberté éclairant le monde is a neoclassical sculpture on liberty island in new york harbor designed by frédéric bartholdi and dedicated on october 28 1886 the statue a gift to the united states from the people of france is of a robed female figure representing libertas the roman goddess of freedom who bears a torch and a tabula ansata a tablet evoking the law upon which is inscribed the date of the american declaration of independence july 4 1776 a broken chain lies at her feet the statue is an icon of freedom and of the united states a welcoming signal to immigrants arriving from abroad bartholdi was inspired by french law professor and politician Édouard rené de laboulaye who commented in 1865 that any monument raised to american independence would properly be a joint project of the french and american peoples due to the troubled political situation in france work on the statue did not commence until the early 1870s in 1875 laboulaye proposed that the french finance the statue and the americans provide the site and build the pedestal bartholdi completed the head and the torchbearing arm before the statue was fully designed and these pieces were exhibited for publicity at international expositions the torchbearing arm displayed at the centennial exposition in 1876 and in new yorks madison square park from 1876 to 1882 fundraising proved difficult especially for the americans and by 1885 work on the pedestal was threatened due to lack of funds publisher joseph pulitzer of the world started a drive for donations to complete the project that attracted more than 120000 contributors most of whom gave less than a dollar the statue was constructed in france shipped overseas in crates and assembled on the completed pedestal on what was then called bedloes island the statues completion was marked by new yorks first tickertape parade and a dedication ceremony presided over by president grover cleveland the statue was administered by the united states lighthouse board until 1901 and then by the department of war since 1933 it has been maintained by the national park service the statue was closed for renovation for much of 1938 in the early 1980s it was found to have deteriorated to such an extent that a major restoration was required while the statue was closed from 1984 to 1986 the torch and a large part of the internal structure were replaced after the september 11 attacks in 2001 it was closed for reasons of safety and security the pedestal reopened in 2004 and the statue in 2009 with limits on the number of visitors allowed to ascend to the crown the statue including the pedestal and base was closed for a year until october 28 2012 so that a secondary staircase and other safety features could be installed liberty island remained open however one day after the reopening liberty island closed due to the effects of hurricane sandy and the island remains off limits to the public public access to the balcony surrounding the torch has been barred for safety reasons since 1916 the statue will reopen to the public by july 4 2013
2303	D1581	fifth avenue is a major thoroughfare in the center of the borough of manhattan in new york city united states the section of fifth avenue that crosses midtown manhattan especially that between 49th street and 60th street is lined with prestigious shops and is consistently ranked among the most expensive shopping streets in the world the most expensive street in the world moniker changes depending on currency fluctuations and local economic conditions from year to year for several years starting in the mid1990s the shopping district between 49th and 57th streets was ranked as having the worlds most expensive retail spaces on a cost per square foot basis in 2008 forbes magazine ranked fifth avenue as being the most expensive street in the world some of the most coveted real estate on fifth avenue are the penthouses perched atop the buildings the american planning association apa is a distinguished organization devoted to supporting practicing planners citizens and elected officials who are dedicated to making great communities flourish apa compiled a list of “2012 great places in america” and declared fifth avenue to be one of the greatest streets to visit in america this historic street is home to extraordinary museums businesses and stores parks luxury apartments and historical landmarks that are reminiscent of its history and vision for the future fifth avenue originates at washington square park in greenwich village and runs northwards through the heart of midtown along the eastern side of central park where it forms the boundary of the upper east side and through harlem where it terminates at the harlem river at 142nd street traffic crosses the river on the madison avenue bridge fifth avenue serves as the dividing line for house numbering in manhattan it separates for example east 59th street from west 59th street from this zero point for street addresses numbers increase in both directions as one moves away from fifth avenue with 1 west 59th street on the corner at fifth avenue and 300 west 59th street located three blocks to the west of it
2304	D1589	the second epistle to the corinthians often referred to as second corinthians and written as 2 corinthians is the eighth book of the new testament of the bible paul the apostle and timothy our brother wrote this epistle to the church of god which is at corinth with all the saints which are in all achaia
2305	D1591	heroin diacetylmorphine or morphine diacetate inn also known as diamorphine ban and colloquially as h smack horse brown black tar and other names is an opioid analgesic synthesized by cr alder wright in 1874 by adding two acetyl groups to the molecule morphine found in the opium poppy it is the 36 diacetyl ester of morphine and functions as a morphine prodrug meaning that it is metabolically converted to morphine inside the body in order for it to work when used in medicine it is typically used to treat severe pain such as that resulting from a heart attack or a severe injury the name heroin is only used when being discussed in its illegal form when it is used in a medical environment it is referred to as diamorphine the white crystalline form considered pure heroin is usually the hydrochloride salt diacetylmorphine hydrochloride illicit heroin is usually in freebase form dulling the sheen and consistency to a mattewhite powder because of its lower boiling point the freebase form of heroin is also smokable it is prevalent in heroin coming from afghanistan which as of 2004 produced roughly 87 of the world supply in illicit raw opium however production in mexico has risen six times from 2007 to 2011 changing that percentage and placing mexico as the second largest opium producer in the world mexican cartels are also known to produce a third type of illicit heroin commonly called black tar which results from a simplified quicker synthesis procedure and contains a high percentage of morphine derivates other than heroin such as 6monoacetylmorphine 6mam as with other opioids diacetylmorphine is used as both an analgesic and a recreational drug frequent and regular administration is associated with tolerance and physical dependence internationally diacetylmorphine is controlled under schedules i and iv of the single convention on narcotic drugs it is illegal to manufacture possess or sell diacetylmorphine without a license in almost every country under the chemical names diamorphine and diacetylmorphine heroin is a legally prescribed controlled drug in the united kingdom and is supplied in tablet or injectable form for the same indications as morphine is often being preferred over morphine due to its lower sideeffect profile it is also available for prescription to longterm users as a form of opioid replacement therapy in the netherlands united kingdom switzerland germany and denmark alongside psychosocial care —in the same manner that methadone or buprenorphine are used in the united states or canada—and a similar programme is being campaigned for by liberal political parties in norway
2306	D1601	maximum ride is a series of young adult science fiction fantasy novels by the american author james patterson the series tells about the lives of six fugitive children max fang iggy gasman nudge and angel known collectively as the flock created in a laboratory called the school they underwent scientific experiments that rendered them 98 human and 2 avian throughout the series they avoid capture by the scientists that created them and the scientists other creations the film is scheduled for release in january 2014 although it was originally scheduled for release in 2010 in the first three books of the series the flock spends much of their time running from human lupine hybrids called erasers created by the school book 4 is mainly about the flock rising against global warming book 5 is about saving dr martinez while battling environmental pollution book 6 is about rescuing fang book 7 is about stopping the doomsday group from destroying the worlds population of nonmutated humans and book 8 is mostly about trying to stop the 99 plan the books are divided into two sets the fugitives books 1–3 and the protectors books 4–8 the series shares a few similarities with two of pattersons previous books when the wind blows and the lake house
2307	D1602	map showing us counties included within the appalachian regional commissions charter appalachia is a cultural region in the eastern united states that stretches from the southern tier of new york state to northern alabama mississippi and georgia while the appalachian mountains stretch from belle isle in canada to cheaha mountain in the us state of alabama the cultural region of appalachia typically refers only to the central and southern portions of the range as of 2005 the region was home to approximately 23 million people since its recognition as a distinctive region in the late 19th century appalachia has been a source of enduring myths and distortions regarding the isolation temperament and behavior of its inhabitants early 20thcentury writers often engaged in yellow journalism focused on sensationalistic aspects of the regions culture such as moonshining and clan feuding and often portrayed the regions inhabitants as uneducated and prone to impulsive acts of violence sociological studies in the 1960s and 1970s helped to reexamine and dispel these stereotypes although popular media centered on the us east coast midwest and west coasts continue to perpetuate the image of appalachia as a culturally backward region into the 21st century while endowed with abundant natural resources appalachia has long struggled with and been associated with poverty in the early 20th century largescale logging and coal mining firms brought wagepaying jobs and modern amenities to appalachia but by the 1960s the region had failed to capitalize on any longterm benefits from these two industries beginning in the 1930s the federal government sought to alleviate poverty in the appalachian region with a series of new deal initiatives such as the construction of dams to provide cheap electricity and the implementation of better farming practices on march 9 1965 the appalachian regional commission was created to further alleviate poverty in the region mainly by diversifying the regions economy and helping to provide better health care and educational opportunities to the regions inhabitants by 1990 appalachia had largely joined the economic mainstream but still lagged behind the rest of the nation in most economic indicators
2308	D1603	typical tropical savanna in northern australia demonstrating the high tree density and regular spacing characteristic of many savannas a savanna or savannah is a grassland ecosystem characterized by the trees being sufficiently widely spaced so that the canopy does not close the open canopy allows sufficient light to reach the ground to support an unbroken herbaceous layer consisting primarily of grasses some classification systems also recognize a grassland savanna from which trees are absent this article deals only with savanna under the common definition of a grassy woodland with a significant woody plant component it is often believed that savannas feature widely spaced scattered trees however in many savannas tree densities are higher and trees are more regularly spaced than in forest savannas are also characterized by seasonal water availability with the majority of rainfall confined to one season savannas are associated with several types of biomes savannas are frequently in a transitional zone between forest and desert or grassland savanna covers approximately 20 of the earths land area
2309	D1608	the high jump is a track and field athletics event in which competitors must jump over a horizontal bar placed at measured heights without the aid of certain devices in its modern most practiced format auxiliary weights and mounds have been used for assistance rules have changed over the years over the centuries since competitors have introduced increasingly more effective techniques to arrive at the current form javier sotomayor cuba is the current mens record holder with a jump of set in 1993 the longest standing record in the history of the mens high jump stefka kostadinova bulgaria has held the womens world record at since 1987 also the longestheld record in the event
2310	D1609	in the microsoft windows operating system indexdat is a database file used by the internet explorer web browser it is used to improve performance
2311	D1610	joan baez born january 9 1941 as joan chandos báez is an american folk singer songwriter musician and a prominent activist baez has a distinctive vocal style with a strong vibrato her recordings include many topical songs and material dealing with social issues baez began her career performing in coffeehouses in boston and cambridge and rose to fame as an unbilled performer at the 1959 newport folk festival she began her recording career in 1960 and achieved immediate success her first three albums joan baez joan baez vol 2 and joan baez in concert all achieved gold record status and stayed on the charts of hit albums for two years baez has had a popular hit song with diamonds rust and hit covers of phil ochs s there but for fortune and the band s the night they drove old dixie down other songs associated with baez include farewell angelina love is just a fourletter word joe hill sweet sir galahad and we shall overcome she performed three of the songs at the 1969 woodstock festival helped to bring the songs of bob dylan to national prominence and has displayed a lifelong commitment to political and social activism in the fields of nonviolence civil rights human rights and the environment baez has performed publicly for over 55 years releasing over 30 albums fluent in spanish as well as in english she has also recorded songs in at least six other languages she is regarded as a folk singer although her music has diversified since the 1960s encompassing everything from folk rock and pop to country and gospel music although a songwriter herself baez is generally regarded as an interpreter of other peoples work having recorded songs by the allman brothers band the beatles jackson browne leonard cohen bob dylan violeta parra woody guthrie the rolling stones pete seeger paul simon stevie wonder and many others in recent years she has found success interpreting songs of modern songwriters such as ryan adams josh ritter steve earle and natalie merchant
2312	D1618	stingrays are a group of rays which are cartilaginous fishes related to sharks they are classified in the suborder myliobatoidei of the order myliobatiformes and consist of eight families hexatrygonidae sixgill stingray plesiobatidae deep water stingray urolophidae stingarees urotrygonidae round rays dasyatidae whiptail stingrays potamotrygonidae river stingrays gymnuridae butterfly rays and myliobatidae eagle rays most stingrays have one or more barbed stings modified from dermal denticles on the tail which are used exclusively in selfdefense the stinger may reach a length of approximately and its underside has two grooves with venom glands the stinger is covered with a thin layer of skin the integumentary sheath in which the venom is concentrated a few members of the suborder such as the manta rays and the porcupine ray do not have stingers stingrays are common in coastal tropical and subtropical marine waters throughout the world and also includes species found in warmer temperate oceans such as dasyatis thetidis and those found in the deep ocean such as plesiobatis daviesi the river stingrays and a number of whiptail stingrays such as the niger stingray are restricted to fresh water most myliobatoids are demersal but some such as the pelagic stingray and the eagle rays are pelagic while most stingrays are relatively widespread and not currently threatened for several species for example taeniura meyeni d colarensis d garouaensis and d laosensis the conservation status is more problematic leading to them being listed as vulnerable or endangered by iucn the status of several other species are poorly known leading to them being listed as data deficient
2313	D1623	religion in africa is multifaceted and has been a major influence on art culture and philosophy the continents various populations and individuals are mostly adherents of christianity or islam others practice traditional and folk religions in the countryside religious beliefs are also often characterized by syncretism with local traditions religious distribution in africa
2314	D1625	the miami marlins are a professional baseball team based in miami florida and a member of the eastern division of major league baseball mlbs national league their home park is marlins park the miami marlins began play in the 1993 season as the florida marlins they played home games from their inaugural season to the 2011 season at sun life stadium which they shared with the miami dolphins of the national football league nfl and which was also called joe robbie stadium pro player park pro player stadium dolphin stadium dolphins stadium and land shark stadium during their tenancy beginning with the 2012 major league baseball season they play at marlins park in downtown miami on the site of the former orange bowl the new park unlike sun life stadium which was criticized in its baseball configuration for poor sight lines in some locations was designed foremost as a baseball park the new parks name is a temporary one until naming rights are purchased per agreement with the city and miamidade county which owns the park the marlins officially changed their name to the miami marlins on november 11 2011 they also adopted a new logo color scheme and uniforms the marlins have the distinction of winning a world series championship every year they qualified for the postseason doing so in 1997 and 2003 — both times as the national league wild card team they defeated the american league champion cleveland indians in the 1997 series which was notable for shortstop edgar rentería driving in second baseman craig counsell for the seriesclinching run in the eleventh inning of the seventh and deciding game and the fire sale which occurred in the offseason following the dramatic win the 2003 season was notable for the firing of manager jeff torborg after thirtyeight games the marlins were in last place in the national league east with a 1622 record at the time torborgs successor 72yearold jack mckeon led them to the national leagues wild card berth in the playoffs they defeated the new york yankees four games to two in the 2003 world series
2315	D1632	the bible has been translated into many languages from the biblical languages of hebrew aramaic and greek the full bible has been translated into 518 languages and 2798 languages have at least some portion of the bible the latin vulgate was dominant in western christianity through the middle ages since then the bible has been translated into many more languages english bible translations in particular have a rich and varied history of more than a millennium
2316	D1642	superman is an american fictional character a comic book superhero who appears in comic books published by dc comics he is widely considered to be an american cultural icon superman was created by writer jerry siegel and artist joe shuster high school students living in cleveland ohio in 1933 the character was sold to detective comics inc later dc comics in 1938 superman first appeared in action comics 1 june 1938 and subsequently appeared in various radio serials television programs films newspaper strips and video games with the success of his adventures superman helped to create the superhero genre and establish its primacy within the american comic book supermans appearance is distinctive and iconic he usually wears a blue costume red cape and stylized redandyellow s shield on his chest this shield is used in a myriad of media to symbolize the character the origin story of superman relates that he was born kalel on the planet krypton before being rocketed to earth as an infant by his scientist father jorel moments before kryptons destruction discovered and adopted by a kansas farmer and his wife the child is raised as clark kent and imbued with a strong moral compass very early he started to display superhuman abilities which upon reaching maturity he resolved to use for the benefit of humanity superman resides and operates in the fictional american city of metropolis as clark kent he is a journalist for a metropolis newspaper called the daily planet superman has fascinated scholars with cultural theorists commentators and critics alike exploring the characters impact and role in the united states and the rest of the world umberto eco discussed the mythic qualities of the character in the early 1960s and larry niven has pondered the implications of an intimate relationship involving the character the characters ownership has often been the subject of dispute with siegel and shuster twice suing for the return of legal ownership superman placed first on ign s top 100 comic book heroes in may 2011
2317	D1645	the royal titulary or royal protocol of an egyptian pharaoh is the standard naming convention taken by the kings of ancient egypt it symbolises worldly power and holy might and also acts as a sort of mission statement for the reign of a monarch sometimes it even changed during the reign the full titulary consisting of five names did not come into standard usage until the middle kingdom but remained in use as late as the roman empire
2318	D418	diagnosisrelated group drg is a system to classify hospital cases into one of originally 467 groups the 467th group was ungroupable this system of classification was developed as a collaborative project by robert b fetter phd of the yale school of management and john d thompson mph of the yale school of public health the system is also referred to as the drgs and its intent was to identify the products that a hospital provides one example of a product is an appendectomy the system was developed in anticipation of convincing congress to use it for reimbursement to replace cost based reimbursement that had been used up to that point drgs are assigned by a grouper program based on icd international classification of diseases diagnoses procedures age sex discharge status and the presence of complications or comorbidities drgs have been used in the us since 1982 to determine how much medicare pays the hospital for each product since patients within each category are clinically similar and are expected to use the same level of hospital resources drgs may be further grouped into major diagnostic categories mdcs drgs are also standard practice for establishing reimbursements for other medicare related reimbursements such as to home healthcare providers diagnosisrelated group drg is a system to classify hospital cases into one of originally 467 groups the 467th group was ungroupable this system of classification was developed as a collaborative project by robert b fetter phd of the yale school of management and john d thompson mph of the yale school of public health the system is also referred to as the drgs and its intent was to identify the products that a hospital provides one example of a product is an appendectomy the system was developed in anticipation of convincing congress to use it for reimbursement to replace cost based reimbursement that had been used up to that point drgs are assigned by a grouper program based on icd international classification of diseases diagnoses procedures age sex discharge status and the presence of complications or comorbidities drgs have been used in the us since 1982 to determine how much medicare pays the hospital for each product since patients within each category are clinically similar and are expected to use the same level of hospital resources drgs may be further grouped into major diagnostic categories mdcs drgs are also standard practice for establishing reimbursements for other medicare related reimbursements such as to home healthcare providers
